accession,db_symbol,db_is_small_molecule_in_clinic,db_is_antibody_in_clinic,db_is_other_in_clinic,db_small_molecule_drugs_in_clinic,db_antibody_drugs_in_clinic,db_other_drugs_in_clinic,db_all_drugs_in_clinic
P21728,DRD1,True,False,False,"[{'drugbank_id': 'DB00353', 'name': 'Methylergometrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00477', 'name': 'Chlorpromazine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB00508', 'name': 'Triflupromazine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00623', 'name': 'Fluphenazine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00679', 'name': 'Thioridazine', 'type': 'small molecule', 'groups': ['approved', 'withdrawn']}, {'drugbank_id': 'DB00800', 'name': 'Fenoldopam', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00850', 'name': 'Perphenazine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00875', 'name': 'Flupentixol', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB00988', 'name': 'Dopamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01038', 'name': 'Carphenazine', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB01186', 'name': 'Pergolide', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved', 'withdrawn']}, {'drugbank_id': 'DB01235', 'name': 'Levodopa', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01239', 'name': 'Chlorprothixene', 'type': 'small molecule', 'groups': ['approved', 'experimental', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB01608', 'name': 'Periciazine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01621', 'name': 'Pipotiazine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01623', 'name': 'Thiothixene', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01624', 'name': 'Zuclopenthixol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00353', 'name': 'Methylergometrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00477', 'name': 'Chlorpromazine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB00508', 'name': 'Triflupromazine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00623', 'name': 'Fluphenazine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00679', 'name': 'Thioridazine', 'type': 'small molecule', 'groups': ['approved', 'withdrawn']}, {'drugbank_id': 'DB00800', 'name': 'Fenoldopam', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00850', 'name': 'Perphenazine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00875', 'name': 'Flupentixol', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB00988', 'name': 'Dopamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01038', 'name': 'Carphenazine', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB01186', 'name': 'Pergolide', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved', 'withdrawn']}, {'drugbank_id': 'DB01235', 'name': 'Levodopa', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01239', 'name': 'Chlorprothixene', 'type': 'small molecule', 'groups': ['approved', 'experimental', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB01608', 'name': 'Periciazine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01614', 'name': 'Acepromazine', 'type': 'small molecule', 'groups': ['experimental', 'vet_approved']}, {'drugbank_id': 'DB01621', 'name': 'Pipotiazine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01623', 'name': 'Thiothixene', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01624', 'name': 'Zuclopenthixol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
P35916,FLT4,True,False,False,"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06589', 'name': 'Pazopanib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06626', 'name': 'Axitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09078', 'name': 'Lenvatinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09079', 'name': 'Nintedanib', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06589', 'name': 'Pazopanib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06626', 'name': 'Axitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09078', 'name': 'Lenvatinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09079', 'name': 'Nintedanib', 'type': 'small molecule', 'groups': ['approved']}]"
P51168,SCNN1B,True,False,False,"[{'drugbank_id': 'DB00384', 'name': 'Triamterene', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00594', 'name': 'Amiloride', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00384', 'name': 'Triamterene', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00594', 'name': 'Amiloride', 'type': 'small molecule', 'groups': ['approved']}]"
P02452,COL1A1,False,False,True,[],[],"[{'drugbank_id': 'DB00048', 'name': 'Collagenase clostridium histolyticum', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12872', 'name': 'Vonicog Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB13133', 'name': 'Von Willebrand Factor Human', 'type': 'other', 'groups': ['approved', 'investigational']}]","[{'drugbank_id': 'DB00048', 'name': 'Collagenase clostridium histolyticum', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12872', 'name': 'Vonicog Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB13133', 'name': 'Von Willebrand Factor Human', 'type': 'other', 'groups': ['approved', 'investigational']}]"
Q9H4B7,TUBB1,True,False,False,"[{'drugbank_id': 'DB00309', 'name': 'Vindesine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01229', 'name': 'Paclitaxel', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB01248', 'name': 'Docetaxel', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06772', 'name': 'Cabazitaxel', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00309', 'name': 'Vindesine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01229', 'name': 'Paclitaxel', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB01248', 'name': 'Docetaxel', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06772', 'name': 'Cabazitaxel', 'type': 'small molecule', 'groups': ['approved']}]"
P56181,NDUFV3,True,False,False,"[{'drugbank_id': 'DB09270', 'name': 'Ubidecarenone', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}]",[],[],"[{'drugbank_id': 'DB09270', 'name': 'Ubidecarenone', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}]"
P17948,FLT1,True,False,True,"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06589', 'name': 'Pazopanib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06626', 'name': 'Axitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09078', 'name': 'Lenvatinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09079', 'name': 'Nintedanib', 'type': 'small molecule', 'groups': ['approved']}]",[],"[{'drugbank_id': 'DB10770', 'name': 'Foreskin fibroblast (neonatal)', 'type': 'other', 'groups': ['approved']}]","[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06589', 'name': 'Pazopanib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06626', 'name': 'Axitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09078', 'name': 'Lenvatinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09079', 'name': 'Nintedanib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB10770', 'name': 'Foreskin fibroblast (neonatal)', 'type': 'other', 'groups': ['approved']}]"
Q9UPY5,SLC7A11,True,False,False,"[{'drugbank_id': 'DB00740', 'name': 'Riluzole', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06151', 'name': 'Acetylcysteine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00740', 'name': 'Riluzole', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06151', 'name': 'Acetylcysteine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
P06213,INSR,True,False,True,"[{'drugbank_id': 'DB09129', 'name': 'Chromic chloride', 'type': 'small molecule', 'groups': ['approved']}]",[],"[{'drugbank_id': 'DB00030', 'name': 'Insulin human', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00046', 'name': 'Insulin lispro', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB00047', 'name': 'Insulin glargine', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB00071', 'name': 'Insulin pork', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01306', 'name': 'Insulin aspart', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01307', 'name': 'Insulin detemir', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01309', 'name': 'Insulin glulisine', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB09564', 'name': 'Insulin degludec', 'type': 'other', 'groups': ['approved']}]","[{'drugbank_id': 'DB00030', 'name': 'Insulin human', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00046', 'name': 'Insulin lispro', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB00047', 'name': 'Insulin glargine', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB00071', 'name': 'Insulin pork', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01306', 'name': 'Insulin aspart', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01307', 'name': 'Insulin detemir', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB01309', 'name': 'Insulin glulisine', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB09129', 'name': 'Chromic chloride', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09564', 'name': 'Insulin degludec', 'type': 'other', 'groups': ['approved']}]"
P04049,RAF1,True,False,False,"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB08912', 'name': 'Dabrafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08896', 'name': 'Regorafenib', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB08912', 'name': 'Dabrafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
P12259,F5,False,False,True,[],[],"[{'drugbank_id': 'DB00055', 'name': 'Drotrecogin alfa', 'type': 'other', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB11300', 'name': 'Thrombin', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11312', 'name': 'Protein C', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB11571', 'name': 'Human thrombin', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB11572', 'name': 'Thrombin alfa', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB13149', 'name': 'Protein S human', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB13151', 'name': 'Anti-inhibitor coagulant complex', 'type': 'other', 'groups': ['approved', 'investigational']}]","[{'drugbank_id': 'DB00055', 'name': 'Drotrecogin alfa', 'type': 'other', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB11300', 'name': 'Thrombin', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11312', 'name': 'Protein C', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB11571', 'name': 'Human thrombin', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB11572', 'name': 'Thrombin alfa', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB13149', 'name': 'Protein S human', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB13151', 'name': 'Anti-inhibitor coagulant complex', 'type': 'other', 'groups': ['approved', 'investigational']}]"
O00764,PDXK,True,False,False,"[{'drugbank_id': 'DB00165', 'name': 'Pyridoxine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical', 'vet_approved']}]",[],[],"[{'drugbank_id': 'DB00147', 'name': 'Pyridoxal', 'type': 'small molecule', 'groups': ['experimental', 'nutraceutical']}, {'drugbank_id': 'DB00165', 'name': 'Pyridoxine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical', 'vet_approved']}]"
P24530,EDNRB,True,False,False,"[{'drugbank_id': 'DB00559', 'name': 'Bosentan', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08932', 'name': 'Macitentan', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00559', 'name': 'Bosentan', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08932', 'name': 'Macitentan', 'type': 'small molecule', 'groups': ['approved']}]"
P20309,CHRM3,True,False,False,"[{'drugbank_id': 'DB00185', 'name': 'Cevimeline', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00332', 'name': 'Ipratropium', 'type': 'small molecule', 'groups': ['approved', 'experimental']}, {'drugbank_id': 'DB00383', 'name': 'Oxyphencyclimine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00387', 'name': 'Procyclidine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00496', 'name': 'Darifenacin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00505', 'name': 'Tridihexethyl', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB00517', 'name': 'Anisotropine methylbromide', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00572', 'name': 'Atropine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00725', 'name': 'Homatropine methylbromide', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00767', 'name': 'Benzquinamide', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB01036', 'name': 'Tolterodine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01062', 'name': 'Oxybutynin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01085', 'name': 'Pilocarpine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01231', 'name': 'Diphenidol', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB01409', 'name': 'Tiotropium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01591', 'name': 'Solifenacin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01625', 'name': 'Isopropamide', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB04843', 'name': 'Mepenzolate', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06702', 'name': 'Fesoterodine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06709', 'name': 'Methacholine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06787', 'name': 'Hexocyclium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB08897', 'name': 'Aclidinium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09076', 'name': 'Umeclidinium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09089', 'name': 'Trimebutine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09167', 'name': 'Dosulepin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09262', 'name': 'Imidafenacin', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB09300', 'name': 'Butylscopolamine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB11181', 'name': 'Homatropine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB12278', 'name': 'Propiverine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB13720', 'name': 'Diphemanil', 'type': 'small molecule', 'groups': ['approved', 'vet_approved', 'withdrawn']}]",[],[],"[{'drugbank_id': 'DB00185', 'name': 'Cevimeline', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00332', 'name': 'Ipratropium', 'type': 'small molecule', 'groups': ['approved', 'experimental']}, {'drugbank_id': 'DB00383', 'name': 'Oxyphencyclimine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00387', 'name': 'Procyclidine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00496', 'name': 'Darifenacin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00505', 'name': 'Tridihexethyl', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB00517', 'name': 'Anisotropine methylbromide', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00572', 'name': 'Atropine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00725', 'name': 'Homatropine methylbromide', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00767', 'name': 'Benzquinamide', 'type': 'small molecule', 'groups': ['withdrawn']}, {'drugbank_id': 'DB01036', 'name': 'Tolterodine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01062', 'name': 'Oxybutynin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01085', 'name': 'Pilocarpine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01231', 'name': 'Diphenidol', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB01409', 'name': 'Tiotropium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01591', 'name': 'Solifenacin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01625', 'name': 'Isopropamide', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB04843', 'name': 'Mepenzolate', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06702', 'name': 'Fesoterodine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06709', 'name': 'Methacholine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06787', 'name': 'Hexocyclium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB08897', 'name': 'Aclidinium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09076', 'name': 'Umeclidinium', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09089', 'name': 'Trimebutine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09167', 'name': 'Dosulepin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09262', 'name': 'Imidafenacin', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB09300', 'name': 'Butylscopolamine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB11181', 'name': 'Homatropine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB12278', 'name': 'Propiverine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB13581', 'name': 'Rociverine', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB13720', 'name': 'Diphemanil', 'type': 'small molecule', 'groups': ['approved', 'vet_approved', 'withdrawn']}]"
Q9H2X9,SLC12A5,True,False,False,"[{'drugbank_id': 'DB00887', 'name': 'Bumetanide', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00887', 'name': 'Bumetanide', 'type': 'small molecule', 'groups': ['approved']}]"
P00734,F2,True,False,True,"[{'drugbank_id': 'DB00006', 'name': 'Bivalirudin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00278', 'name': 'Argatroban', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB04898', 'name': 'Ximelagatran', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB06695', 'name': 'Dabigatran etexilate', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB12598', 'name': 'Nafamostat', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB12831', 'name': 'Gabexate', 'type': 'small molecule', 'groups': ['investigational']}]",[],"[{'drugbank_id': 'DB00001', 'name': 'Lepirudin', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB05777', 'name': 'Thrombomodulin Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09109', 'name': 'Turoctocog alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09228', 'name': 'Conestat alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11166', 'name': 'Antithrombin Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB13151', 'name': 'Anti-inhibitor coagulant complex', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB14738', 'name': 'Turoctocog alfa pegol', 'type': 'other', 'groups': ['approved']}]","[{'drugbank_id': 'DB00001', 'name': 'Lepirudin', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB00006', 'name': 'Bivalirudin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00278', 'name': 'Argatroban', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB04898', 'name': 'Ximelagatran', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB05777', 'name': 'Thrombomodulin Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06695', 'name': 'Dabigatran etexilate', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB09109', 'name': 'Turoctocog alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09228', 'name': 'Conestat alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11166', 'name': 'Antithrombin Alfa', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12598', 'name': 'Nafamostat', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB12831', 'name': 'Gabexate', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB13151', 'name': 'Anti-inhibitor coagulant complex', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB14738', 'name': 'Turoctocog alfa pegol', 'type': 'other', 'groups': ['approved']}]"
P30273,FCER1G,True,False,False,"[{'drugbank_id': 'DB00895', 'name': 'Benzylpenicilloyl polylysine', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00895', 'name': 'Benzylpenicilloyl polylysine', 'type': 'small molecule', 'groups': ['approved']}]"
P13716,ALAD,True,False,False,"[{'drugbank_id': 'DB00855', 'name': 'Aminolevulinic acid', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00855', 'name': 'Aminolevulinic acid', 'type': 'small molecule', 'groups': ['approved']}]"
P14060,HSD3B1,True,False,False,"[{'drugbank_id': 'DB01108', 'name': 'Trilostane', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved', 'withdrawn']}]",[],[],"[{'drugbank_id': 'DB01108', 'name': 'Trilostane', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved', 'withdrawn']}, {'drugbank_id': 'DB01536', 'name': 'Androstenedione', 'type': 'small molecule', 'groups': ['experimental', 'illicit']}]"
P14780,MMP9,True,False,False,"[{'drugbank_id': 'DB00786', 'name': 'Marimastat', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB01296', 'name': 'Glucosamine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00786', 'name': 'Marimastat', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB01296', 'name': 'Glucosamine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
